Name,URL,Fact and Bias
morningnewsusa,morningnewsusa.com,"    unreliable      stories seem to originate from real news, but are somewhat clickbait-y and sources are not cited  "
The Morning Star,morningstaronline.co.uk,left            
Mother Jones,motherjones.com,left            
Moving Left,movingleft.com,questionable            
mpidailymagazine,mpidailymagazine.com,    fake  bias      
Media Research Center,mrc.org,right            
mrc,mrc.org,    political  bias      
Mr. Conservative (MRC),mrcblog.com,questionable            
mrconservative,mrconservative.com,    fake  satire      
Ms. (Magazine),msmagazine.com,left            
MSN,msn.com,left_center            
MSNBC,msnbc.com,left            
msnbc.website,msnbc.website,    fake        
myfreshnews,myfreshnews.com,    fake  bias    found linked from iwanttoexplore.com  
San Antonio Express-News,mysanantonio.com,left_center            
MyZoneToday,myzonetoday.com,questionable    fake  bias      
nahadaily,nahadaily.com,    satire        
Naked Capitalism,nakedcapitalism.com,"right_center    political      commentary on finance, economics, politics and power  "
Nap-Sack,nap-sack.org,left            
NASA,nasa.gov,pro_science            
nasamoonhoax,nasamoonhoax.com,    conspiracy        
National Academy of Sciences (NAS),nationalacademyofsciences.org,pro_science            
National Geographic,nationalgeographic.com,pro_science            
National Interest,nationalinterest.org,right_center            
National Journal,nationaljournal.com,least_biased            
The National Memo,nationalmemo.com,left            
National Observer (Canada),nationalobserver.com,left_center            
National Post,nationalpost.com index.html,right_center            
National Report,nationalreport.net,"satire  parody site  satire  fake     Scottsdale, Ariz. ** "
National Review,nationalreview.com,right    political        
nationalufocenter,nationalufocenter.com,    conspiracy        
nationindistress.weebly,nationindistress.weebly.com,    conspiracy        
The Nation Institute,nationinstitute.org,left_center            
Nation of Change,nationofchange.org,left            
Nation One News,nationonenews.com,questionable    fake  conspiracy      
nativeamericans ,nativeamericans.us,"  some fake stories         Cary, N.C. "
Natural Awakenings Magazine,naturalawakeningsmag.com,pseudoscience            
naturalblaze,naturalblaze.com,    junksci  conspiracy      
Natural Cures,naturalcures.com,pseudoscience            
Natural Cures Not Medicine,naturalcuresnotmedicine.info,pseudoscience            
Natural News,naturalnews.com,pseudoscience    junksci  conspiracy      
naturalnewsblogs,naturalnewsblogs.com,    junksci        
Nature,nature.com nature index.html,pro_science            
Nautilus Magazine,nautil.us,pro_science            
NBC  ,nbc.com.co,"questionable  imposter site  fake       Phoenix, Ariz. "
NBC News,nbcnews.com,left_center            
National Bureau of Economic Research (NBER),nber.org,least_biased            
PubMed,ncbi.nlm.nih.gov pubmed,pro_science            
NC Policy Watch,ncpolicywatch.com,left_center            
ncscooper,ncscooper.com,    satire        
Nevada County Scooper,ncscooper.com,satire            
National Center for Science Education (NCSE),ncse.com,pro_science            
Neon Nettle,neonnettle.com,"pseudoscience  fake news  conspiracy  fake  bias   Toronto, Canada !!! "
nephef,nephef.com,"  fake news  fake       Panama, Pa.* "
Neuroscience News,neurosciencenews.com,pro_science            
Nevo News,nevo.news,questionable    unreliable  bias      
New American News,newamericannews.com,pseudoscience            
New Century Times,newcenturytimes.com,questionable    unreliable  bias      
newcoldwar,newcoldwar.org,"    political      contains statement that site authors are ""independent, but not non-partisan"" (anti-war (Ukraine))  "
New Internationalist,newint.org,left            
New Left Review,newleftreview.org,left_center            
New Matilda,newmatilda.com,left_center            
New Moderate,newmoderate.com,left_center            
New Nation News,newnation.org,questionable            
The New Observer,newobserveronline.com,questionable            
New Politics Magazine,newpol.org,left            
New Politics Today,newpoliticstoday.com,"questionable  fake news  fake       Kumanovo, Macedonia "
New Republic,newrepublic.com,left            
New Revolution Now,newrevolutionnow.org,right            
New Roman Times,newromantimes.com,satire            
Reference News (Xinhua),news.cn english,least_biased            
News  ,news.com.au,left_center            
Grabien News,news.grabien.com index.php,least_biased            
Groopspeak,news.groopspeak.com,left            
Harvard Gazette,news.harvard.edu gazette,least_biased            
Sky News,news.sky.com,left_center            
Thomson Reuters Foundation,news.trust.org,left_center            
News24 (South Africa),news24.com,least_biased            
news4ktla,news4ktla.com,"  imposter site  fake  satire     Scottsdale, Ariz. ** "
News and Guts,newsandgutsmedia.com,left_center            
newsbbc,newsbbc.net,    fake        
newsbreakers,newsbreakers.org,    satire        
newsbreakingspipe,newsbreakingspipe.com,"  fake news         Limassol, Cyprus "
NewsBreaksHere,newsbreakshere.com,"questionable  fake news  fake       Chesterbrook, Pa.^ "
newsbysquad,newsbysquad.com,"  fake news  fake       Panama, Pa. * "
News Chicken,newschicken.com,questionable            
New Scientist,newscientist.com,pro_science            
newsdaily12,newsdaily12.com,"  imposter site  fake       Scottsdale, Ariz. ** "
Newsday,newsday.com,left_center            
Newsela,newsela.com,least_biased            
NewsExaminer ,newsexaminer.net,"questionable  fake news  fake  satire      Nobby Beach, Australia !! "
newsfrompolitics,newsfrompolitics.com,    fake        
News Heist,newsheist.com,right_center            
NewsHounds,newshounds.us,left            
NewsInsideOut ,newsinsideout.com,pseudoscience            
The Hindu,newsite.thehindu.com,left_center            
newsjustforyou1 spot,newsjustforyou1.blogspot.com,"  fake news         Mountain View, Calif. "
newsleak,newsleak.co,"  fake news  fake       Tblisi, Georgia "
Newslo,newslo.com,"satire  parody site  fake      redirects to  politicops.com  (12 2) Thessaloniki, Greece "
NewsLogue,newslogue.com,left    bias  fake      
Newsmax,newsmax.com,right    unreliable  bias      
News Mutiny,newsmutiny.com,satire    satire  fake      
newsninja2012,newsninja2012.com,    bias         
NewsNow (UK),newsnow.co.uk h,least_biased            
Raleigh News & Observer,newsobserver.com,left_center            
NewsOne,newsone.com,left_center            
News Rescue,newsrescue.com,right_center            
News Target,newstarget.com,pseudoscience    conspiracy        
New Statesman,newstatesman.com,left            
News Thump,newsthump.com,satire    satire      site contains satire disclaimer  
newstoad,newstoad.net,    satire      Tagline: The news they don't want you to hear. Because it isn't true.  
newswatch28,newswatch28.com,    fake        
newswatch33,newswatch33.com,    fake        
Newsweek,newsweek.com,left_center            
newswire-24,newswire-24.com,    rumor  unreliable      
News With Views,newswithviews.com,questionable    fake  conspiracy      
Newsy,newsy.com,left_center            
New Yorker,newyorker.com,left            
newyorker  humor,newyorker.com humor,    satire        
newzmagazine,newzmagazine.com,"  fake news         Scottsdale, Ariz. ** "
Next Avenue,nextavenue.org,least_biased            
NextGov,nextgov.com,least_biased            
Next News Network,nextnewsnetwork.com,right            
National Institutes of Health,nih.gov,pro_science            
Star-Ledger,nj.com starledger,left_center            
NoDisInfo,nodisinfo.com,pseudoscience    conspiracy  unreliable      
No Labels,nolabels.org,least_biased            
nomorefakenews,nomorefakenews.com,    conspiracy        
northcrane,northcrane.com,    unreliable        
Nos Comunicamos,noscomunicamos.com,questionable            
Not Allowed To,notallowedto.com,satire  fake news  clickbait  fake       whois.com whois notallowedto.com 
Novinite,novinite.com,least_biased            
Now8News,now8news.com,"satire  imposter site  fake       Scottsdale, Ariz. ** "
Now the End Begins,nowtheendbegins.com,pseudoscience    conspiracy        
NowThis News,nowthisnews.com,left            
National Policy Institute,npiamerica.org,questionable            
npiamerica,npiamerica.org,    hate  bias    white supremacist think tank  
NPR,npr.org sections news,left_center            
Numbers USA,numbersusa.com,right            
nutritionalanarchy,nutritionalanarchy.com,    unreliable        
nutritionfacts,nutritionfacts.org,"    reliable      I read through several articles and the sources cited, and appears ok (maybe sometimes a little sensational... so if anyone has specific knowledge of this site and or good examples of problems, feel free to link them here)  "
New York Daily News,nydailynews.com,left_center            
New York Magazine,nymag.com,left            
nymeta,nymeta.co,    clickbait  satire    Entertainment website   
New York Post,nypost.com,right_center            
New York Times,nytimes.com,left_center            
oann,oann.com,    political  reliable      
One America News Network,oann.com,right            
objectiveministries,objectiveministries.org,    satire        
The Observatory,observatory.journalism.wisc.edu,least_biased            
New York Observer,observer.com,right            
observer,observer.com,"    political      vacillates between some pieces that are ""bias"" and others that are ""reliable""  "
