Gizmodo,gizmodo.com,left,,,,,,
Glamour Magazine,glamour.com,left_center,,,,,,
glaringhypocrisy,glaringhypocrisy.com,,,hate,conspiracy,,"references to ""Jew World Order""",
Global Info Today,globalinfotoday.com,questionable,,,,,,
Global Integrity,globalintegrity.org,least_biased,,,,,,
Global News,globalnews.ca,left_center,,,,,,
globalpoliticsnow,globalpoliticsnow.com,,fake news,fake,,,,"Kumanovo, Macedonia"
Global Research,globalresearch.ca,pseudoscience,,conspiracy,,,,
Global Skywatch,globalskywatch.com,pseudoscience,,,,,,
Global Times,globaltimes.cn,left_center,,,,,,
glossynews,glossynews.com,,,satire,,,,
Godlike Productions,godlikeproductions.com,pseudoscience,,conspiracy,,,,
Gomer Blog,gomerblog.com,satire,,satire,,,site contains satire disclaimer ,
Gone Left,goneleft.com,questionable,,fake,,,,
Good Magazine,good.is,left,,,,,,
GoodGopher,goodgopher.com,questionable,,,,,,
GoodNewsNetwork,goodnewsnetwork.org,least_biased,,,,,,
GOP ,gop.com,right,,,,,,
gopthedailydose,gopthedailydose.com,,,fake,conspiracy,bias,,
Governing Magazine,governing.com,left_center,,,,,,
Government Executive,govexec.com,least_biased,,,,,,
GovTrack,govtrack.us,least_biased,,,,,,
Government Slaves,govtslaves.info,pseudoscience,,,,,,
govtslaves,govtslaves.info,,,conspiracy,,,,
GQ Magazine,gq.com,left,,,,,,
greanvillepost,greanvillepost.com,,,conspiracy,,, ,
greenmedinfo,greenmedinfo.com,,,junksci,,,,
Greenpeace,greenpeace.org usa,pseudoscience,,,,,,
Greensboro News and Record,greensboro.com,left_center,,,,,,
Greenville Gazette,greenvillegazette.com,left,,,,,,
Grist,grist.org,left_center,,,,,,
Group of Thirty,group30.org,right_center,,,,,,
Guardian Liberty Voice,guardianlv.com,left,,,,,,
guardianlv,guardianlv.com,,,political,,,,
guccifer2 ,guccifer2.wordpress.com,,,unreliable,,,,
Gulag Bound,gulagbound.com,pseudoscience,,bias, ,,,
Gulf News,gulfnews.com,right_center,,,,,,
gummypost,gummypost.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
Alan Guttmacher Institute,guttmacher.org,left_center,,,,,,
Haaretz,haaretz.com,left_center,,,,,,
Hang the Bankers,hangthebankers.com,questionable,,conspiracy, ,,,
Hard Dawn,harddawn.com,satire,,,,,,
Harpers,harpers.org,left_center,,,,,,
Harvard Political Review,harvardpolitics.com,least_biased,,,,,,
Headline News Network,headlinennews.com,satire,,,,,,
Health Eternally,healtheternally.com,pseudoscience,,,,,,
Health Impact News,healthimpactnews.com,pseudoscience,,junksci,bias,,,
Health Nut News,healthnutnews.com,pseudoscience,,junksci,,,,
healthy-holistic-living,healthy-holistic-living.com,,,junksci,clickbait,,,
healthycareandbeauty,healthycareandbeauty.com,,some fake stories,fake,unreliable,,,"Berlin, Germany"
healthyworldhouse,healthyworldhouse.com,,fake news,fake,,,,"Kumanovo, Macedonia"
Heartland Institute,heartland.org,right,,,,,,
heatst,heatst.com,,,clickbait,bias,,,
Heat Street,heatst.com,right,,,,,,
Helsinki Times,helsinkitimes.fi,left_center,,,,,,
Journal of Politics and Society,helvidius.org,left_center,,,,,,
henrymakow,henrymakow.com,,,conspiracy, ,,,
heresyblog,heresyblog.net,,,bias,conspiracy,rumor,,
heritage,heritage.org,,,political,,,,
Heritage Foundation,heritage.org,right,,,,,,
Hillary Beat Trump,hillarybeattrump.org,satire,,,,,,
History News Network,historynewsnetwork.org,left_center,,,,,,
Hoax Slayer,hoax-slayer.com,least_biased,,,,,,
Hollywood Reporter,hollywoodreporter.com,left_center,,,,,,
holyobserver,holyobserver.com,,,satire,,,,
National Rifle Association (NRA),home.nra.org,right,,,,,,
Honest Reporting,honestreporting.com,right_center,,,,,,
Hoover Institution,hoover.org,right_center,,,,,,
Policy Review,hoover.org publications policy-review,right,,,,,,
David Horowitz Freedom Center,horowitzfreedomcenter.org,questionable,,bias,,,,
Hot Air,hotair.com,right,,,,,,
houstonchronicle-tv,houstonchronicle-tv.com,,imposter site,,,,,"Scottsdale, Ariz. **"
Houston Chronicle,houstonchronicle.com,left_center,,,,,,
HowStuffWorks,howstuffworks.com,pro_science,,,,,,
High Point Enterprise,hpenews.com,right_center,,,,,,
Human Rights Watch,hrw.org,left_center,,,,,,
Health Sciences Institute,hsionline.com,pseudoscience,,,,,,
Alternative Media Syndicate,alternativemediasyndicate.com,questionable,,fake,,,,
Conservative HQ,conservativehq.com,right,,bias,,,,
loanpride, loanpride.com obama-family-divorce-attorney-quit-smoking-tips ?utm_source=revcontent&utm_medium=56198&utm_term=conservative%20news&utm_content=1770992&utm_campaign=234718&utm_widget_id=56198,,,rumor,clickbait,,,
offgridsurvival, offgridsurvival.com shadowgovernmentwars ,,,conspiracy,bias,,,
Center for Security Policy,  bbc.com news world-us-canada-35037943 ; ,pseudoscience,,bias,conspiracy,,,
Knowledge of Today,  knowledgeoftoday.org 2012 02 illuminati-secret-hidden-from-masses.html,pseudoscience,,conspiracy,,,,
News Biscuit,  newsbiscuit.com about disclaimer  ,satire,,satire,,,,
News Corpse,  newscorpse.com ncWP ?p=34163,left,,political, , ,,
Resistance Report,  politifact.com personalities resistance-report ,questionable,,political,unreliable,,,
Democratic Underground,  politifact.com punditfact article 2017 apr 20 politifacts-guide-fake-news-websites-and-what-they ,left,,fake,,,,
empirehearland,  politifact.com punditfact article 2017 apr 20 politifacts-guide-fake-news-websites-and-what-they ,,,fake,,,,
newsmagazine,  politifact.com punditfact article 2017 apr 20 politifacts-guide-fake-news-websites-and-what-they ,,,fake,,,,
washingtonfed,  politifact.com punditfact article 2017 apr 20 politifacts-guide-fake-news-websites-and-what-they ,,,fake,,,,
heartland,  sourcewatch.org index.php Heartland_Institute,,,bias,,,,
themideastbeast,  themideastbeast.com about ,,,satire,,,,
immediatesafety, immediatesafety.org dnc-to-hand-debbie-wasserman-schultz-over-to-isis-for-beheadding ,,,fake,,,,
PJ Media," mediabiasfactcheck.com pj-media  ;   pjmedia.com about-us (ground zero mosque, 'doctored climate change data')",right,,political,bias,,,
Progressives Today, mediabiasfactcheck.com progressives-today ,questionable,,bias,,,,
patriotpost , mediabiasfactcheck.com the-patriot-post  ;  patriotpost.us posts 48002 ;  patriotpost.us alexander 48000,,,bias, ,,,
wtoe5news, web.archive.org web 20161115024211  wtoe5news.com us-election pope-francis-shocks-world-endorses-donald-trump-for-president-releases-statement ,,,fake,satire,,,
WikiLeaks,  nytimes.com 2017 03 09 opinion the-truth-about-the-wikileaks-cia-cache.html?_r=0,right_center,,unreliable, , ,,
oathkeepers,  splcenter.org fighting-hate extremist-files group oath-keepers,,,bias,,,,
actforamerica  news,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
adflegal  media,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
americanborderpatrol,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
amren,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
aryannationswordwide1488,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
barnesreview,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
centerforsecuritypolicy  #articles,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
creativitymovement  category news ,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
ihr,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
nationalvanguard,  splcenter.org fighting-hate extremist-files groups,,,hate,,,,
Hudson Institute,hudson.org,right,,,,,,
Human Events,humanevents.com,right,,,,,,
Human Progress,humanprogress.org,right_center,,,,,,
Humans Are Free,humansarefree.com,pseudoscience,,conspiracy,,,,
humortimes,humortimes.com,,,satire,,,,
Hurriyet Daily News,hurriyetdailynews.com,left_center,,,,,,
Huzlers,huzlers.com,satire,,satire,,,,
I24 News,i24news.tv,least_biased,,,,,,
International Business Times,ibtimes.com,least_biased,,,,,,
Ice News,icenews.is,left_center,,,,,,
International Consortium of Investigative Journalists,icij.org,least_biased,,,,,,
icr,icr.org,,,junksci,,,,
International Center for Research on Women,icrw.org,left_center,,,,,,
International Energy Agency,iea.org,least_biased,,,,,,
If America Knew,ifamericaknew.org,left_center,,,,,,
IFL Science,iflscience.com,pro_science,,,,,,
If You Only News,ifyouonlynews.com,questionable,,unreliable,satire,,,
I have the Truth,ihavethetruth.com,questionable,,bias,clickbait,fake,,
ijr,ijr.com,,,political,bias,unreliable,,
Independent Journal Review,ijr.com,right,,,,,,
Illuminati News,illuminati-news.com,pseudoscience,,conspiracy,,,,
Illuminati Watcher,illuminatiwatcher.com,pseudoscience,,,,,,
I Love My Freedom,ilovemyfreedom.org,questionable,,bias,clickbait,,,
ilovenativeamericans ,ilovenativeamericans.us,,some fake stories,,,,,"Kosovo, Serbia"
in5d,in5d.com,,,junksci,,,,
The Independent,independent.co.uk us,left_center,,,,,,
Irish Independent,independent.ie,right_center,,,,,,
The Independent Review,independent.org,right_center,,,,,,
Independent Living News,independentlivingnews.com,pseudoscience,,,,,,
Independent Sentinel,independentsentinel.com,right,,,,,,
Independent Voter Network (IVN),independentvoternetwork(ivn).com,least_biased,,,,,,
indiaarising,indiaarising.com,,,clickbait,unreliable,,,
The Indian Express,indianexpress.com,least_biased,,,,,,
Independent Media Center,indymedia.org or index.shtml,left_center,,,,,,
Indianapolis Star,indystar.com,left_center,,,,,,
Infinite Unknown,infiniteunknown.net,pseudoscience,,conspiracy,,,"""9 11 was an inside job""",
informationclearinghouse,informationclearinghouse.info,,,conspiracy,unreliable,,,
Informed Owners,informedowners.com,questionable,,,,,,
informetoday,informetoday.com,,,bias,unreliable,,,
infostormer,infostormer.com,,,fake,hate,conspiracy,,
Infowars,infowars.com,pseudoscience,,conspiracy,,,,
Philippine Daily Inquirer,inquirer.net,left_center,,,,,,
Inquisitr,inquisitr.com news,left_center,,,,,,
Inside Higher Ed,insidehighered.com,left_center,,,,,,
instaworldnews,instaworldnews.com,,,bias,,,,
Intellihub,intellihub.com,pseudoscience,,conspiracy,unreliable,,,
interestingdailynews,interestingdailynews.com,,fake news,fake,,,,"Orem, Utah~"
The Interpreter (Magazine),interpretermag.com,left_center,,,,,,
In These Times,inthesetimes.com,left,,,,,,
intrendtoday,intrendtoday.com,,,fake,clickbait,,,
intrepidreport,intrepidreport.com,,,bias,,,,
investmentresearchdynamics,investmentresearchdynamics.com,,,conspiracy,,,,
Investement Watch Blog,investmentwatchblog.com,pseudoscience,,bias,fake,,,
Investors Business Daily,investors.com,right_center,,,,,,
iPolitics,ipolitics.ca,left_center,,,,,,
Investigative Reporters and Editors,ire.org,least_biased,,,,,,
International Renewable Energy Agency (IRENA),irena.org,pro_science,,,,,,
The Irish Times,irishtimes.com,left_center,,,,,,
ironictimes,ironictimes.com,,,satire,,,,
The Irrawaddy,irrawaddy.com,left_center,,,,,,
islamicanews,islamicanews.com,,,satire,,,,
Israel Hayom,israelhayom.com site today.php,right_center,,,,,,
Israel Video Network,israelvideonetwork.com,questionable,,,,,,
isthatlegit,isthatlegit.com,,fake news,,,,,"Toronto, Canada !!!"
itaglive,itaglive.com,,,fake,,,,
itccs,itccs.org,,,conspiracy,,,,
itmakessenseblog,itmakessenseblog.com,,,fake,,,,
ITV News,itv.com news,right_center,,,,,,
iwanttoexplore,iwanttoexplore.com,,,fake,,,mostly turned back into car website,
jackpineradicals,jackpineradicals.com,,,political,,,left wing discussion site,
Florida Times Union,jacksonville.com,right_center,,,,,,
Jacobin,jacobinmag.com,left,,,,,,
jacobinmag,jacobinmag.com,,,political,,,,
jamesrgrangerjr,jamesrgrangerjr.com,,,bias,,,,
The Jamestown Foundation,jamestown.org,right_center,,,,,,
Japan Today,japantoday.com,right_center,,,,,,
JeffereyJaxen ,jeffereyjaxen.com news,pseudoscience,,,,,,
jesus-is-savior,jesus-is-savior.com,,,conspiracy,,,,
The Jewish Press,jewishpress.com,right_center,,,,,,
Jewish World Review,jewishworldreview.com,right,,,,,,
Jews News,jewsnews.co.il,pseudoscience,,,,,,
jewsnews .il,jewsnews.co.il,,some fake stories,unreliable,bias,fake,,"Shiloh, Israel"
Jew Watch,jewwatch.com,questionable,,,,,,
Jezebel,jezebel.com,left,,,,,,
Jihad Watch,jihadwatch.org,questionable,,conspiracy,hate,,,
johnnyrobish,johnnyrobish.com,,,satire,,,,
Joint Center for Political and Economic Studies,jointcenter.org,left_center,,,,,,
Jones Report,jonesreport.com,pseudoscience,,conspiracy,,,,
Jookos News,jookos.com,questionable,,,,,,
journal-neo,journal-neo.org,,,bias,,,,
Frontiers in Psychology,journal.frontiersin.org journal psychology,pro_science,,,,,,
Winston-Salem Journal,journalnow.com,right_center,,,,,,
International Organization,journals.cambridge.org action displayIssue?jid=INO&amp;tab=currentissue,least_biased,,,,,,
The Jerusalem Post,jpost.com,least_biased,,,,,,
The Jerusalem Report,jpost.com Jerusalem-Report,left_center,,,,,,
Milwaukee Journal-Sentinel,jsonline.com,left_center,,,,,,
JStor,jstor.org,pro_science,,,,,,
Judicial Crisis Network,judicialnetwork.com,right,,,,,,
Judicial Watch,judicialwatch.org,right,,political,,,,
Just Facts,justfacts.com,right_center,,,,,,
Just Facts Daily,justfactsdaily.com,right_center,,,,,,
Wichita Eagle,kansas.com,right_center,,,,,,
Kansas City Star,kansascity.com,left_center,,,,,,
katehon,katehon.com,,,bias,,,,
Lexington Herald Leader,kentucky.com,left_center,,,,,,
Kaiser Family Foundation,kff.org,least_biased,,,,,,
kmt11,kmt11.com,,imposter site,fake,,,,"Scottsdale, Ariz. **"
Knight Foundation,knightfoundation.org,left_center,,,,,,
Knox Report,knoxreport.com,right,,,,,,
konkonsagh,konkonsagh.biz,,fake news,fake,,,,"Ashanti, Ghana"
krbcnews,krbcnews.com,,,fake,,,,
KUOW NPR,kuow.org,left_center,,,,,,
ky12news,ky12news.com,,imposter site,fake,,,,"Scottsdale, Ariz. **"
Lady Liberty News,ladylibertysnews.com,questionable,fake news,fake,,,,"Kirkland, Wash.***"
landoverbaptist,landoverbaptist.org,,,satire,,,,
Lark News,larknews.com,satire,,,,,,
LaRouche PAC,larouchepac.com,pseudoscience,,,,,,
lastdeplorables,lastdeplorables.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
LA Times (Los Angeles Times),latimes.com,left_center,,,,,,
ACN Latitudes,latitudes.org,pseudoscience,,,,,,
Lavender Magazine,lavendermagazine.com,left,,,,,,
Lawfare Blog,lawfareblog.com,left_center,,,,,,
Law Newz,lawnewz.com,left_center,,,,,,
Learn Liberty,learnliberty.org,right_center,,,,,,
Learn Progress,learnprogress.org,questionable,some fake stories,fake,bias,,,"Scottsdale, Ariz. **"
Left Action,leftaction.com,left,,,,,,
Left Foot Forward,leftfootforward.org,left,,,,,,
Left Justified,leftjustified.com,left_center,,,,,,
Left Over Rights,leftoverrights.com,left,,,,,,
LeftScoop,leftscoop.com,left,,,,,,
Left Side of History,leftsideofhistory.com,left,,,,,,
Legal Insurrection,legalinsurrection.com,right,,,,,,
Citizens for Legitimate Government,legitgov.org,left_center,,,,,,
Lethbridge Herald,lethbridgeherald.com,left_center,,,,,,
Lew Rockwell,lewrockwell.com,questionable,,bias,unreliable,political,,
Lexington Institute,lexingtoninstitute.org,right_center,,,,,,
London Free Press,lfpress.com,right_center,,,,,,
LGBTQ Nation,lgbtqnation.com,left,,,,,,
Liberal America,liberalamerica.org,left,,clickbait,bias,,,
liberalbias,liberalbias.com,,,satire,,,,
Liberal Darkness,liberaldarkness.com,satire,,satire,fake,,,
Liberal Plug,liberalplug.com,questionable,fake news,fake,,,,"Scottsdale, Ariz. **"
Liberal Society,liberalsociety.com,questionable,,,,,,
Liberty Courier,liberty-courier.com,questionable,fake news,,,,,"Orem, Utah~"
Liberty Alliance,libertyalliance.com,right,fake news,fake,,,,"Dallas, Ga. "
libertyblitzkrieg,libertyblitzkrieg.com,,,fake,,,,
Liberty Brief,libertybrief.com,questionable,,,,,,
libertyfederation,libertyfederation.com,,,hate,,,,
Liberty Hangout,libertyhangout.org,right,,,,,,
libertymovementradio,libertymovementradio.com,,,conspiracy,,,,
Liberty News,libertynews.com,right,,unreliable,bias,,,
LibertyTalk.FM,libertytalk.fm,right,,conspiracy,,,,
Liberty Unyielding,libertyunyielding.com,right,,bias,,,,
Liberty Videos,libertyvideos.org,pseudoscience,,conspiracy,,,,
Liberty Viral,libertyviral.com,right_center,,,,,,
Liberty Writers News,libertywritersnews.com,questionable,,clickbait,bias,unreliable,,
lifeandabout,lifeandabout.com,,,bias,,,,
Life News,lifenews.com,right,,bias,clickbait,,,
lifeprevention,lifeprevention.com,,,junksci,,,,
